sheet_name,seed,lookback,train_ratio,n_features,fingerprint
auraonsol,11,14,0.9,14,ae2adc45284a73cfb2df27acd190e1f0ae96c8823f2fd83fef67a5365b25aed5
autism2,11,14,0.9,14,1d34d29f3bf7e132c129d027feea1db6d04a59143b797b90a6887867b033a9c1
autonomousvirtualbeings,11,14,0.9,14,8fd9c6a413add54b335f8ef46a9e50b316035c94c9313ee7db655497795e879d
avaxhasnochill,11,14,0.9,14,d3935438db4805e37e2ed15526db5c9e9ae82bdf62b0af579cd9ed8297e6205e
babybnb,11,14,0.9,14,9d05a7e86832d9c746baaf892ea76081c30dfb2d3ac636c2d5e3d98c3c11bee0
babyneirotoken,11,14,0.9,14,787a85f9a1662ed5ea948131280114417bdeda0a5073319783830b92ec1c3307
babywen,11,14,0.9,14,c139fc74dac70e00c9ba005e0f3d48515713adebc3fcc1ce7786c4e98eff2ba9
badideaai,11,14,0.9,14,2fa47a9dc71d1f6ea6e7b3fc68e0f70c61ee61dbaef0b852285bd9a95f71c21a
bananatapewall,11,14,0.9,14,2988bf18aa36c6b89ddf88118b45171de8c77215b4da1de4ed4e5a01c2f34ba8
beercoin2,11,14,0.9,14,2d493c4b285cc96e622aa952431682fd891b041600812bc2b8bf95f9385363fb
benthedog,11,14,0.9,14,715fa646f8b6fb865d0954f24dc32283d55ac6ab59e32865e8d5a285f726adce
billy,11,14,0.9,14,a9990a85bb514b9bc9ff2f3751540c27aa350113713de2e7b1243f60cff8d2f4
bingusthecat,11,14,0.9,14,a414f365caeca11db9e6c0f3fafbfc7a6ab364b2f1c3959cd88e743628c527db
bitcat2,11,14,0.9,14,9b0771986f47c8ea47616932ff279f07f8705b9a33c959ba4d8db2ab970356cc
bobaoppa,11,14,0.9,14,dd7f8026f22e57184b0aec6853ff938d241419467668de0d27a2af3c40491a79
bobtoken,11,14,0.9,14,7c623a63dded7b3dcdf371479a106a407556e9b9c65391b1655409f067f40a0f
bongocat,11,14,0.9,14,6f54075849808ec7cc637279993f64273c69095e1baee66af4589f2ec8eb7807
brainlet2,11,14,0.9,14,b94a5b325b6d51f639edd6c1c827572292ee5053ddf0294c04f2e04e2313cd12
brothecat,11,14,0.9,14,91127fe19977d3ffe49d8e71df32752629f5d4a2b9ee6a1da77c6960c6e95e4a
buu,11,14,0.9,14,12f6760af09b2777703304ce3181615755e7c0fdee244c0b5893acad9860dba5
catalorian,11,14,0.9,14,6fcc891f75eccc939cf1531095514416ece7b2ccadecd8ae9688582443501e64
catana,11,14,0.9,14,7b8ec67ec5d1b72d1f1a9ccf415006b06e133fcdc7ce6bfde78ee994cf7e1c80
catecoin,11,14,0.9,14,095ad0d7bb8468df980d9e4eacdd65163454e1dcc0b8949d5e7b5007d02e416d
catwifhat2,11,14,0.9,14,0389ea5f160a8ad0f4615db73d12211ce777078e66904221bd391d0837cc3aaf
chonky,11,14,0.9,14,67988f1454378807860dd965ab748ad5cc4b4e902b66d83a95bd1701b4a79275
chudjak,11,14,0.9,14,98194cfb82052adb54938fc046b6a7548160856aaf53105a9023518ead25faa6
coal2,11,14,0.9,14,79e60e38e4f23d69ab0c06f080387c88752b566053314697ecf241fef5aefacf
costcohotdog,11,14,0.9,14,0e388e62567a3aace46db00578682da94af877858322718f2877dfc74ae6d054
crashout,11,14,0.9,14,73c5dede6ae1137fe2438acb3a9b8652107af6c3e5446e6b6048e4c6848904c9
csi888,11,14,0.9,14,b9a8caa3c62903bd7789b7800b037b50222d0f525eb9037c10e935b20f427b8e
cumrocket,11,14,0.9,14,45854bc686b11409ee457a09b45defb2a0b2c2c520ad40c3a1939c48a5c32e63
dancingtriangle2,11,14,0.9,14,5299af44242a66f799a67150d56e141c54b4b7ff4e900aed3ed40d874e7f767c
darkmaga,11,14,0.9,14,7a1aa9abf4a757ce93df79970187f0bf4ac00715c3dcbaf796aa18b90440001e
deepworm,11,14,0.9,14,21c4a0ab2e71662145c6013b2767995e3af52c1171e20f70f09056800bb51a49
degenspartanai,11,14,0.9,14,0cb35081df6deec10c1d704b1d025863c3c22b788cab66028f241b903783c98d
dejitarutsuka,11,14,0.9,14,c8574d5f333fe1592a582d9fb45f640f5c2e5d75797ce667e393594afe058ee4
dogemascotshibu,11,14,0.9,14,fe4363e0927fc4cd2ca356bb3279a4c8d7d6cb7dd12104015b1a339dca807ac4
dogeonsolana,11,14,0.9,14,7fc8ff8791f601a54561cb1ec7c86faf31d94a31f7980e4db8e3c20b984a9fd3
doggo3,11,14,0.9,14,681b3f2b769bf9c0dc2f9e7e981696d66dc6ea333774052b14c23f2311ba3773
donaldtremp,11,14,0.9,14,dfc6f85162821a988f2d2989b285301b1687f270af3badf6615338b094902a19
dorklord2,11,14,0.9,14,916b4df05b963859dd14e40a1d9b5cb97a1e998c63f706b8fc3f00a3073f94a3
ducky,11,14,0.9,14,03f0820c94186ebbb73996fa96ba632de7d0ceae74cf3d5862f1bfe33df84412
duko,11,14,0.9,14,f97bbe2be751a20c73813c7aef36398f71a70a1fd6c24428d0803e52976bb020
elgato,11,14,0.9,14,001875987a90c8a02d569e17679a0b8580f8a6fc45089a2e51c5ca4f96f941e8
elon,11,14,0.9,14,bddb89f61234c29de1274d16a7958aafac05a5dc96882a2fe2344fe2664217d9
eyeearn,11,14,0.9,14,71bea239005387e2f7bd56e9dcfc19f9c7d5e8d05b4ba4cb6a53f8e423db5a9f
feces,11,14,0.9,14,08279dac59addc4b8ccd932a758303db7d2453cdcc314e12a47e629bef447302
fefeoneth,11,14,0.9,14,c8913c241389c05464db3ac8dad4e734ecf3b2aa2132db15e14a543327eb3d2e
feistydogenft,11,14,0.9,14,581b37f1118527e7b36a7d08f38cd4cc57afc6bb8179c1172225c50f90c1d072
fighttomaga,11,14,0.9,14,5da56796bf167cb30f51fc89901165c2a5fc9248307ea0ae45d847b49caad8a4
firstreply,11,14,0.9,14,356b46fc2a91d87b1d95099690199a3bb479f2b2e9a5c466e102dfb18ed21963
fisttrumppump,11,14,0.9,14,0a127e79d2be879acaecf0f1abf7b6761ebfe588170510be99ebd5bb07c3dbca
floos,11,14,0.9,14,19b747546fea5ed1da4a262c7949c474054057d6c93bf5cabe8b71a294062d84
fofar,11,14,0.9,14,ffe37eaf7dbc5a005efade26a89a2f73c7d0334d431d79aba7d422abf7d7abb7
forest,11,14,0.9,14,7ef00f2cd4cd85ee7b1beb973dd3c2620f920c8f92abe3186c3a5027b3371a34
gamestop,11,14,0.9,14,b5f3c1861af3d8c6141678045aa11f6f7b0f2a31dffdf15e0fb34029973e1c83
gameswift,11,14,0.9,14,df14aa773978346d2d8f2c1a536688a403f9ca09841e04291dd7d62348c73a7f
gdog,11,14,0.9,14,28d1e1ad6fd4e5ef3b5d3ac95daa77ce8d6905505ae95f6dbf37eed0636dbd41
gikocat,11,14,0.9,14,a462c267cda295ed1b4fa5f9361c276962614602a4b9d58eb26babc717cd4446
ginnanthecat,11,14,0.9,14,10211ecb3b0bcd9f6469b3f5b448b19507ecc27d19afed58aa2004105f78efa0
gme,11,14,0.9,14,8c94ce7d07d5c3020f92c723d3477a5935db90f340ebdff96ea2818256e4553a
groyper,11,14,0.9,14,0e998e9151069c4824353eeacdf7405722ffd578595e04b696b3cf01fe99640f
guacamole,11,14,0.9,14,0dc934dffd5f368397c074cbb67cce853c4cc90e89b718cfd11d638f75c019de
gummy,11,14,0.9,14,554d2ef179820deebe47179842820d1b351192eccffc386dae0fe03c5fbdf32d
habibisol,11,14,0.9,14,8b8b2b1572149139149a006a8a447e98da8d7fec3b75a70342d4ca42183447af
hami,11,14,0.9,14,e28a772b1e4f754cda337181ea8d0ecf7fed1f3c695cab5623aaf7b2373bb921
hana,11,14,0.9,14,655eac5560c0c57aa2a575ed4dbbf47c3afde2e90e5787ddf8688c193a071d86
harrypottertrumphomersimpson777inu,11,14,0.9,14,10a06f38e6c6aae0f7428fd3172eefd8011325eb724cc5be53ef5e032a47b20f
hawk2,11,14,0.9,14,48b733a74961da9feca063a2cd0ed877c7e67f2246a7be551f401f7841f88b50
hege,11,14,0.9,14,dc285250ddab0d69fa269af0f428d30f5e107824e1ab8b1b1f234df5bbd6fc97
hehecat,11,14,0.9,14,463b64086c5d4971eeb72b6ab9939bdc37fe64eb64156cbec25fd7b6be7977ad
hemule,11,14,0.9,14,4a12c7706732b798242094cffd460c7975a94557701ec22ef82fca6e1af84362
historyofpepe,11,14,0.9,14,9baea4fdb46919bcfa8cc40c673e472c5793a48a00302774920c024d291fa911
honk,11,14,0.9,14,e1bb48e6d4eab9fa295b3334f48472ccce25d398c8230d65533a4b6d80e9096b
hund,11,14,0.9,14,283b9a95d09b0175782354bc6c3b3f0c8b75dac9ecaacc6b28f4f1c274d665e6
iiiilovvvyouuuu,11,14,0.9,14,e4cb4a8f6ffdab21fbcb2720809d5280fe7d29146a26b7bd6213410dad179d8d
illuminaticoin,11,14,0.9,14,5b9108ed54b47dbccec6de68a950875096c759833bb22d9d25bc234890cef8fc
inferno2,11,14,0.9,14,d550892fbadfde0aaf4cc49e3699ce97aa99f5a9bce13bc61523693760e72f70
iq50,11,14,0.9,14,7ebd2dd032aa9e01057d517b8010c9a2c7aee9a176d7309c591143d9eb8899ef
jeoboden,11,14,0.9,14,c28acf9efbbb7a4c04ccd2db6c2af4237efdf2274c3380b3771096385fcce8fa
jesuscoin,11,14,0.9,14,818174866dfe9705ec1233302caceb7f82e3a2b8664de4ec65030b8c5f6a6d45
k9financedao,11,14,0.9,14,643c51d5638a70debe1b5cb0bced8b5b79b0d7044b634c7056ef76207acadb3b
katanainu,11,14,0.9,14,1b6841eb7fe4a988a8833ef2842f43bda29a071cc03bcc02a3bbef4dbb10d17b
kekistan,11,14,0.9,14,88da1b30f66065d286feea8e2f3914403ba658280aae5be18b52647dc048989b
kiboshib,11,14,0.9,14,da472bcc80255dab6ef1c86db2fe32761590c06d59d74cc153d60724420b2a7f
kimbo,11,14,0.9,14,f000d5d5dad404a859551ce8c80ba16e761ea29d2619759c22b5c8ecb1d00813
kittenhaimer,11,14,0.9,14,f23e240c381cb41c51f5574f688781d3a1bb38bdfc559634ecebec942ae79d9a
koalaai,11,14,0.9,14,f5c39b19b84de10114331cfaa889adc5ab1c0cd6062ab83bd53f4ac6b1b389fb
komainu,11,14,0.9,14,432257b86f5c10b6ea25eb666aceaa70cc2b5c901377176b8bb66c4d811b0047
leash,11,14,0.9,14,de39da8d1bd4e588a7352f15e06189e53470479fe45b57a597d0a91238446b92
lethimcook,11,14,0.9,14,d38de077c557ff298c9be50f85352656d850f48a0072915ddf37c1dc60105349
lilyscoin,11,14,0.9,14,a2a5763c7d5fec31ab6da6f86c737646b14df6b4daa4698d63f0fc131d0cef44
literallyme,11,14,0.9,14,f950a3029eec09226dd1c11335b79856892de5d5c1e75bbddd4ace6c6dce0e15
littlemanyu,11,14,0.9,14,a41eb06a6949a1e2e3a2813be332ec764b4f71a235cca1675ec7e67b69ac85e8
lmeow2,11,14,0.9,14,119e40ddf50e341e9a14c46ed1174081b57598bba38ae9738cc332cf31288104
loafcat,11,14,0.9,14,a1a5799ae42644c38d44c3e61e1b3b2b0570b0862772099811e849f7d665a9c7
lovelyinufinance,11,14,0.9,14,5e948a7cd6a273ef5ee4c9fcdc4691ac807f73ac7ddfeb2089e4f7ad2c756231
luci,11,14,0.9,14,7cf2938e2954396590329930c69e60a0cd4d54d844bb80f1d992daea43a7815c
mad2,11,14,0.9,14,fe7a31d15e7711038a993643f956501c36885a7a3bf20b453b9beb79a655b544
magahat,11,14,0.9,14,d40ce46bd385ce9ba3784db37c66799bfa3acf94fdbf9122af1fd052156a0df3
majorfrog,11,14,0.9,14,be0695f5ddd35531571bc4623fab8c928631f7b766bf26baa521e2f39d3939d6
mars2,11,14,0.9,14,d84ff8d8a833db71dc5be99406dce806da88f263e4d474e5947605129a9d68fb
mellowman,11,14,0.9,14,19b339bc1b9ebd5c7ece508bea603d318de1efe13b88dfc01cfb20b71fc1a51a
memesai,11,14,0.9,14,a0df8258ebab8348e018b96e5a732eef76658561b5a6cc3f7e51d3cf209470f1
metamonopoly,11,14,0.9,14,513039d84853b437e1b04b2e472d820c00c0c4d836fae5f76910923fd5458f2f
miladywifhat,11,14,0.9,14,b430e6e0a55c4983113ab095ed70204cdbf184897d56abbc7bd82bd4336ea81a
mongcoin,11,14,0.9,14,f6d0e71d228e7788f5d86be2d609887cea6dcb4f86a07b65ab466d9402925462
monkeyhaircut,11,14,0.9,14,87a75cc52f38234e4de439de1be2510030600ea27de8028a2416a81eca58ea37
moodeng2,11,14,0.9,14,b45a9b73a53df4040ae151b9f05b4a806720355aa365b9f4f7a2f385fa46fe63
nailong,11,14,0.9,14,70beaada5cc32a864f2a6b817cb23f34fb9c4633069ae580c5cfb1a5edd5abcd
nasdaq420,11,14,0.9,14,c6e593e1df1fd5a8a1636782f9c2d46e1b292430857643ff633fb9c6db3ca786
neiro,11,14,0.9,14,9139db8849e6b0c7cee415bca4e65c61177e4d4acc69c3ac837f85c3781073aa
neiro2,11,14,0.9,14,0b37942d99a304b7f4a3c178cea349d3bf358f4099ed0643f128f39af00b5637
newbornhaggispygmyhippo,11,14,0.9,14,be79e9e4e5e061e0bd17b201365714b6c45f9cb8fa97dfb6a2ee8ee09cc21a3f
nomnom,11,14,0.9,14,3dc7e05a8383137722567b50685510710f86b3ee98ce747fea65affdf2335c77
npconsolana,11,14,0.9,14,1a1021b436763a28ec255d452cb2709f33509b551d5a902bf40459e15a7aa61d
numogram,11,14,0.9,14,e90780324a6aba81a41537ffe22fc5e72557c4473a72423c2ffa913b3763c886
nya,11,14,0.9,14,69f9ff365c6fc91efab5ff67901e19daddeda677c7dbaeff1ef374c4d4cda415
ogroaringkitty,11,14,0.9,14,8e163d13ad74814ee2527c5b67dff1297f911763baa4f11dc00f4e666460e649
omega2,11,14,0.9,14,9a318400703671528095180de8914c0c807bc5b522a2ef8a87bef6b4c78832ee
optimusai,11,14,0.9,14,2d3bcbef71a55b48198a009796361c7ce674de41195f7f5ff72aa6bf2c18564d
oscar,11,14,0.9,14,26927549923c5896f55486ed889226105874aad2c0e057cbe77ece0fb5e38d85
pajamascat,11,14,0.9,14,a1fad386a07aad22f3a92eecc882cece32801c468239d1c04b6e797c62200420
patriot,11,14,0.9,14,60a8fd645b001990fab0d07c6da9473eb69987bc4ec27597d1bb35ba86164abc
peng,11,14,0.9,14,fadf4912bf2cb9b234fb5f3117cf47007f26d042b020835edae8da3ce86d2037
pestothebabykingpenguin,11,14,0.9,14,379906de576cd38bcba6e28eea17ed2148f93b81eb23d0f1d58666ec12b0bf57
phil,11,14,0.9,14,956ce54c8622875234c7d1b5f86248372bcdfcfd835773ac64e36e4177cfa9ac
pikaboss,11,14,0.9,14,b1269d561fb2766b33967b15be270224408bc996e0ea022d21cf0f7ecbf35163
pochita,11,14,0.9,14,311d0ef9e326f339da38769a887ae4a8d8ae24ff03548d3893424b113a99ef33
polydoge,11,14,0.9,14,ee2efc48576bcf18260e1dbf51b44f460304c1b80bf20dcd33f05adc74200f45
popdog,11,14,0.9,14,e1067e11330d4b95a6171a6ee106f9d4ea5b81477b1b0089623dc218aab0ecbd
project89,11,14,0.9,14,5ff5b43505c2cd051edbcb5a3781c6da4c2112d9053b44dafc96417ba1ba5bf1
prophetofethereum,11,14,0.9,14,f0f5315b59c68bc653524892a048878cbd9c26d1c8586019187c04d2cfeb138d
pundu,11,14,0.9,14,ba6f4bd114c4aab4fcbd3624fa0c7a4dde78238911fb813c96bff0e87109cb4d
qstar,11,14,0.9,14,4ad2cdc1db94df29a391a8943b24ba9713ba21363ef0dfc5a11d06f449ebc81f
rawr,11,14,0.9,14,381f9134de2c75dbb5b35846a1f337c306d35aea37117ff3e9a86e0d1c890828
realsmurfcat,11,14,0.9,14,decd96709141c0ca30514fa259e2c8a6a1a23eb6a3b5b6a3001fe359b2c28297
ribbit2,11,14,0.9,14,b5161402d99875fedd8e1968a530e1b401ab0c0516f1cf02308d0d20d2c72d29
riko,11,14,0.9,14,b0e934499b589989ef8bf5ae6b13bd322552ef7f3728291ce4fb140ff3f33d5e
rockytherock,11,14,0.9,14,53d18beec661dfa22df8a5d531bb697876627aade12bf83e9c66ea0a5d48b1ae
ronnie,11,14,0.9,14,fbde8b7abb2d0f0f59f88d36403c3cd1e2c2846a3a3fd55557a95e3fd268d55b
rsnoofi,11,14,0.9,14,c44ed1bf96750d566520e110ecfae274eede2e61ef43191f226ddb98959d3ade
ryujin,11,14,0.9,14,8c75cb9550c5efcc17413dee05b4d18144c4021c3faf6db0acca7945ae5a6665
sadhamster,11,14,0.9,14,1c8c83925049073ea83258a0e74705d9b6c6c872652f7c9ac200883c3099df1a
samoyedcoin,11,14,0.9,14,83826d156ec08d17ed22a21abe517bc945f6429999c21f4622e3bee8db9e9f8b
sharbi,11,14,0.9,14,11ec2c7f4681c61e7a99975e088653cdcb3ef7410f6da27fd11a609e69034961
sharkcat,11,14,0.9,14,4c8a2153f5e0b0723e378df3832e7c15df5a5eea76767501daaec6ebedfda923
shinainu,11,14,0.9,14,a0bdd95ed501a3e26c9806a7db1e426c8b7d6eb0265cb60f6e844511998f3921
shoggoth,11,14,0.9,14,658b7ed01b87680039e529d6514d3da0f0c9e0da793f70e1293022b7ffc10128
sillydragon,11,14,0.9,14,78128b3ae7a0731b122cec883a1d4d0e96ce27df6b5c0ab2cdf9ad0a28b270fc
sillynubcat,11,14,0.9,14,63d4af350df0f79340e80ce9e1e9d4c8b920488abc565e4015ccadae2e5aec0b
slop,11,14,0.9,14,10bbb7ec89de0eca5f7dc56da2dc17d7d9dc0b245c77012e885228f8a49ca093
slothana,11,14,0.9,14,4602940148af59c58623a7522131c30ffbb6891370bc14cf0cc1e2782825a38f
snapkero,11,14,0.9,14,214b905e76adece82e07b84676d68bd1a3e2d8fd26fa768c761f1c3f38524c8c
solchat,11,14,0.9,14,3c7b8018360f7d66354055b575ece27d885aee0fb03fc3011a6b55a8970dd8c4
speedy2,11,14,0.9,14,b7fcea74cc312b494d4523f84483684a08835b51d5380e1f1d671d8516e19fc6
squidgrow2,11,14,0.9,14,b0828294cdf2c47c505a7472a60f6609916d3a921bc0c49b847f4759e49954ea
strategicbitcoinreserve,11,14,0.9,14,82859f107e4d5b41084b4bb1248b8f338aa2993740bfa646af13705bf75c33b0
supercyclereal,11,14,0.9,14,645968cac4f307986b275898897dc65123bbe5a7094761afc33093a323ac6ba0
supertrump,11,14,0.9,14,90b68dbd7b302284bfccdf1a0ffbd3cfb57c38fe5ffb4a48adb0191cc61bff21
suwi,11,14,0.9,14,57f49e00e1f5e9729ec53b164420ce85144131a2a05d111fb9ea5a3238ac4f66
taoinu,11,14,0.9,14,cb94a902115e448d6fd09e8fcec816c4b34924365cfd9b812991bda27b75b75e
tateterminal,11,14,0.9,14,90840efb9fd159a778b9698a5d05c7bbbdfb24d49a0b868a467572b0533e7f56
tehepikduck,11,14,0.9,14,7e8f345273e7cc924de161b1f7979722e8d77ed66cb5bc472b6b46a4e206ffbf
terminus2,11,14,0.9,14,ad6121b50957fb98aa331ac07a298455ea17a6235c2aa01e488ab5675d8f0b8d
terminus3,11,14,0.9,14,e9642d27a9a472707e7cda7242f0d51dec6dddeb0aa96273070e3d9c10543b4d
thebalkandwarf,11,14,0.9,14,781878b8b9196dcc9a5dc55e25047adecbb6626bd4007b9b1aeab0da9ee1c325
thelastplay,11,14,0.9,14,12bc3b709a0431fdcdd2efcf07cd37debb18364253f13c9b99afac6937a3eb15
thereallandwolf,11,14,0.9,14,db0f84cb6d71a758d8912e99897071dcfbc37fc22f3224ca2a709963bdcf8385
thesoldog,11,14,0.9,14,6553dff6fa079a9a58bceb29bcffcd93156485e4f9e9f4b34bc45f88378ed441
tobi,11,14,0.9,14,914ac6819e0237a3e77a7e3545f67e18be8dd6ef769fa18450aab9956b86b873
toga,11,14,0.9,14,6f48018fa0079b4cb6da83e491ab0156306a9373d4aa3403f7592be393c32317
torsy,11,14,0.9,14,5bcbddaf9a053c5641cf86bd740ebd232f4c325f61d27a9b8cd831c084eae291
troll,11,14,0.9,14,c48441694d6c59ed91d54b6e79c95f314e63515e9812810379bb4996b1c1b332
uranus3,11,14,0.9,14,6cff13b16457111933cd9d13fb0610a020c5a0237e06d2e35f14f2c2a5863938
valhallaindex,11,14,0.9,14,3837ff2cf391a9771a65b9856b761ec9f74551b2fbcd8349c8bb1d5e177b6c80
vitainu,11,14,0.9,14,daf050affb59c07f98e24973e8865c4ac05a8f87e9c8c4ded75ceb170af9d0af
voltinu2,11,14,0.9,14,9e69e0f235852987341b3a69de025ce7ed41ea5789b1d69732d272cb5851dadf
waffles,11,14,0.9,14,77c3d1df70b2eb2a683a47c15a1d85fa581bcc1dd72319b2a50013b3f948e02e
wassie,11,14,0.9,14,7c23c4877d10b1be0ff9c2aef4e6290e1602bac7dbb4757b6baff28377f88018
why,11,14,0.9,14,81ffc3b5df88e96a8d1bd7d4615e12cc1884edecd34c8efc7b7386b8b4374987
winniethepoodle,11,14,0.9,14,62b574ba4c389f34cbd21a040f916f750a90428d1b817fc92f89b158add49ac2
wrappeddog,11,14,0.9,14,a6a5a100a87035585162a73f8d05e6e02f6344d88595f3828c882f395c07224d
zerotech,11,14,0.9,14,c4d76eb2139b9087c5bf9f11f145e2fbffdc6f1d57608171e3afe80c22647e23
zoomer,11,14,0.9,14,cc61a5c37f989dec2f9cff452c70e975bad762bbd19ff4ff3ed76bef0068d1e0
zyncoin2,11,14,0.9,14,4c799d7a0651409144ba41bcbdbfcf2f3221aa285e7a11eca0f8f43289d4f5de
360noscope420blazeit,17,14,0.9,14,cdb2ecd4829895aebbe09030dc36c1174514acbd6c7a4cdac9d3f31b9e337744
888token,17,14,0.9,14,33e3ad1be45d4beb6b7240f5ed98bb6b4b5c164326f7b2d9db57b6fa4b7ef31a
abi,17,14,0.9,14,86d3903ac8e3add4b158a0f267c8edfc8b1b6a1f3e8b028893cb1160bbc99904
ai16z,17,14,0.9,14,4929f61dd413248004d37071a2aa3d792234e1ba06b46f67fec28e1fd0c80193
aicrystalnode,17,14,0.9,14,e2f25123bf4ca084462811599fc9ee63673034a2cf4bd26764a8be7fd1496884
aiinu,17,14,0.9,14,55722e1c8ef37f1ccc8f54556d9c8bdbef594c3fc5411542c3da5c5446d7cb12
aiwithdaddyissues,17,14,0.9,14,919ba38b8cecbbbff9a706680d9ad2a8d8df326e4f7b78d20b29cc696fdbaa8f
akiprotocol,17,14,0.9,14,77db79c08af31d30f8f52c391642d6b9b16c2d3f5e17bc5d0a0b959396a2792b
amaterasuomikami,17,14,0.9,14,5e584da66e112682ee65cfcc99e53618999d77fb90cd885bd2bd2d5855976e16
americancoin,17,14,0.9,14,83c98a4a298f7215733ec99b3b6647c643b4e09a3ebd90b4caf73c3352cde851
analos,17,14,0.9,14,3d088b19a6a6e89f07cc611cace9730f4342f8d1fa382d687074863d0ee743c5
andyman,17,14,0.9,14,40ac582022e82dd90cdc64f501f1ad7326c1a019460818d8bbb67c0ae3c8acdf
anyinu,17,14,0.9,14,6ad4d88d0d93977f3af8fcc348cbd5ef6107dc52fec9e8b001c28c14f2e2d8e7
astropepex,17,14,0.9,14,92272176e62258410c4a7604369708acc36b3494af58fe775030ba6ba3bdfa86
auraonsol,17,14,0.9,14,db05dadf0157039d7ded10e08cb6d51e5cf63fec156311d4ddeb356980fa3665
autism2,17,14,0.9,14,aedb9ee2a8cdcee219814700604c7d24a52f70b6241bd82adf6f3fa661e3faa2
autonomousvirtualbeings,17,14,0.9,14,fa49a04f5086f5ed6ab01b4c9b3f3d457c8945cd573d2b949ff7571878f90613
avaxhasnochill,17,14,0.9,14,421b545e346357f719143475ece59457aed26c3654baaf438a04ead0b36c3e55
babybnb,17,14,0.9,14,caa6dddf524de6b39c2bc998f704ed3a0dbeb40cf9836de02b550135ddc7f45f
babyneirotoken,17,14,0.9,14,7ef38774ee4dd9ab6dbb7bf6eb24babb52b50a792d681d6045ed0ceb255a25c2
babywen,17,14,0.9,14,953f8b40358cb4ad7f45f986a229433890d775b4ea49592dec432d1cadc747b3
badideaai,17,14,0.9,14,ca383f17b5402baa8bcb7c7661f37e06c68b0a84496d110319bf89d67fdb7508
bananatapewall,17,14,0.9,14,c07e65c2c3efa82b4b2aeada3a2aed240ef2117c85c4844a1b978eba53e3ca57
beercoin2,17,14,0.9,14,16a3c87a4cf9b4beb9b03239da828a82676574a9a770f8aaf59aad2c46bcf63f
benthedog,17,14,0.9,14,7b8c46b58ff91ae380098941f620a97868aa9d208623516ada957a35261f3865
billy,17,14,0.9,14,1bb1f7f65ff8a8d2ea79c0c4fb0ce04797187bdede6c25c656cdda1360503625
bingusthecat,17,14,0.9,14,a0547fb646424fd0b127d3ba33ece6821b0a0332154f93eabeb6eba38e473f31
bitcat2,17,14,0.9,14,5a2eeb4b2dd7259f657295181c7e6375a6894429a427ac7876ead1a999cfafa6
bobaoppa,17,14,0.9,14,7e2e1fae72826db39818381d0311bf29839f972b2deeb982ed0ef97a55db7758
bobtoken,17,14,0.9,14,f191bc31aa00573e1d47d8d3db2b79ad0bb467ae159e76e9a9b4715f0c2a6c64
bongocat,17,14,0.9,14,77be6d2f827bb4fbae805541833d3682997b5da10db2388d06194c8ed477049d
brainlet2,17,14,0.9,14,0d9a32e22a30a17d10ac80035ec825e3d9d987a2ee131aedfd5205a699b51e5e
brothecat,17,14,0.9,14,845d84b148ac16f58be187de88d0ad8c91ab588d36e104d9f18241d19a3bf391
buu,17,14,0.9,14,f22fd25c82431c43a0d5e5575a7105cad23030443f297f72543522e0f392e4ce
catalorian,17,14,0.9,14,583dc3f82ed793ae8460adbfcd03114344ffd99f12607aaa8357263fbfc92155
catana,17,14,0.9,14,b27d7984f72453b1c15e11edb4ca1f31668ba402c2ed5698f24c1c98e96f7bb5
catecoin,17,14,0.9,14,3369b921913fb7ff2c3706611cc5560ac667305e600c82d645c274e7fc59e630
catwifhat2,17,14,0.9,14,98e25d5bc76173b1827ef99759892eaa9d465478c22482b31e03499daeb3cc66
chonky,17,14,0.9,14,d08050c99b7c972629e5d05a481b3a9d7e8ab05610c10b0e5d870bdce068726e
chudjak,17,14,0.9,14,c8319688fb4d455f3b62154b0dda9a4f3cd6ef1b27d78f265106fb4a15dcf929
coal2,17,14,0.9,14,6f5dc276087276d85c2f9a96407b75e7291a20ef3cbff4d3baf3bc5b2a1314c7
costcohotdog,17,14,0.9,14,b2059803a6c57f9b9f096517999f810c6427ac348d37c43abdd8fe361117f0a6
crashout,17,14,0.9,14,b3cafb8c97ca737d6c153160d7b104fc6b8b92097a4fcbcaffb93cf1dab4f67d
csi888,17,14,0.9,14,98b4f1d2a730db6d956a8430935b0f2f8c8ae3840269220f8a23d64cb22a7c0c
cumrocket,17,14,0.9,14,ea701dc5746bb02e20c67c6c139f4c99fb931d0f9e900baf34fc69c4b3691eaf
dancingtriangle2,17,14,0.9,14,1bfdb1824bc2e9817fd57cc13d2f03c904c2fe3984d379d91278ba5dc8855756
darkmaga,17,14,0.9,14,fc9058cd195131d9e155e6bc28f2c00e96d6b08c730c0055e3ff2528e2474e85
deepworm,17,14,0.9,14,8f9805c5acd6f12e343e247e707febe5e26662415ad817126c9d99fc0b42ff4f
degenspartanai,17,14,0.9,14,e6f23429d7922672757a82b4233c8772d24de5ae3fc32010ca19ad104ec4c48d
dejitarutsuka,17,14,0.9,14,4f7526860c0e739d78ab2b5de830155da05768b7e2ff397e49a5b79fbbcc6d07
dogemascotshibu,17,14,0.9,14,12e6cc24fd39d60a7ef7a84f90ac2e769d455e9108ab91b5da739329d3872fa4
dogeonsolana,17,14,0.9,14,741fdb73c863f0c1f8204ac6da4025e2132913bb6667278009c338da5ebf5fd2
