sheet_name,seed,comparison,delta_mae
strategicbitcoinreserve,11,V1_to_V2,0.25362047139690724
strategicbitcoinreserve,17,V1_to_V2,0.2634832111798999
strategicbitcoinreserve,23,V1_to_V2,0.2529744251747179
supercyclereal,11,V1_to_V2,-0.025295091695337953
supercyclereal,17,V1_to_V2,-0.053207807884620754
supercyclereal,23,V1_to_V2,-0.05860307027175256
supertrump,11,V1_to_V2,-0.03626933642687188
supertrump,17,V1_to_V2,-0.05783009557362208
supertrump,23,V1_to_V2,-0.05010823735091797
suwi,11,V1_to_V2,-0.031870239498149815
suwi,17,V1_to_V2,-0.055151060540384565
suwi,23,V1_to_V2,-0.04649333059632915
taoinu,11,V1_to_V2,-0.020768877150667858
taoinu,17,V1_to_V2,-0.049278028618703354
taoinu,23,V1_to_V2,-0.07268107298548955
tateterminal,11,V1_to_V2,-0.022251412266328673
tateterminal,17,V1_to_V2,-0.04183833612682134
tateterminal,23,V1_to_V2,-0.06374008010373365
tehepikduck,11,V1_to_V2,-0.02638647281961736
tehepikduck,17,V1_to_V2,-0.05330641923510217
tehepikduck,23,V1_to_V2,-0.05902367971344104
terminus2,11,V1_to_V2,0.022277545860764428
terminus2,17,V1_to_V2,0.01733841385232507
terminus2,23,V1_to_V2,-0.017338125954755174
terminus3,11,V1_to_V2,-0.056154839177039104
terminus3,17,V1_to_V2,-0.05916649561939911
terminus3,23,V1_to_V2,-0.07986751569877193
thebalkandwarf,11,V1_to_V2,-0.02022196425514037
thebalkandwarf,17,V1_to_V2,-0.05205243007858204
thebalkandwarf,23,V1_to_V2,-0.05272367434909157
thelastplay,11,V1_to_V2,-0.032530476822938886
thelastplay,17,V1_to_V2,-0.059858276022545544
thelastplay,23,V1_to_V2,-0.04775585507390905
thereallandwolf,11,V1_to_V2,-0.020066851520722368
thereallandwolf,17,V1_to_V2,-0.05182365159964683
thereallandwolf,23,V1_to_V2,-0.05245858256894452
thesoldog,11,V1_to_V2,-0.01485324513985358
thesoldog,17,V1_to_V2,-0.05156566982245721
thesoldog,23,V1_to_V2,-0.0657903941334643
tobi,11,V1_to_V2,-0.03482674094744841
tobi,17,V1_to_V2,-0.05610780699147476
tobi,23,V1_to_V2,-0.052311728965273835
toga,11,V1_to_V2,-0.014068405059059081
toga,17,V1_to_V2,-0.02649971911931338
toga,23,V1_to_V2,-0.0688524800054308
torsy,11,V1_to_V2,-0.025817847479331798
torsy,17,V1_to_V2,-0.045705399960193516
torsy,23,V1_to_V2,-0.06075827596221166
troll,11,V1_to_V2,-0.020532888874956103
troll,17,V1_to_V2,-0.052475878850728415
troll,23,V1_to_V2,-0.05320504641020158
uranus3,11,V1_to_V2,-0.06735907628078613
uranus3,17,V1_to_V2,-0.03818639339838178
uranus3,23,V1_to_V2,-0.009516443660113413
valhallaindex,11,V1_to_V2,-0.017033248472367132
valhallaindex,17,V1_to_V2,-0.04693347688179134
valhallaindex,23,V1_to_V2,-0.04694432068572165
vitainu,11,V1_to_V2,-0.026021671707571217
vitainu,17,V1_to_V2,-0.06476882448766758
vitainu,23,V1_to_V2,-0.03927425144931602
voltinu2,11,V1_to_V2,-0.03494844466850288
voltinu2,17,V1_to_V2,-0.053674733925602014
voltinu2,23,V1_to_V2,-0.06023131154327436
waffles,11,V1_to_V2,-0.023792506692876792
waffles,17,V1_to_V2,-0.05459452476212572
waffles,23,V1_to_V2,-0.04731256981190394
wassie,11,V1_to_V2,-0.023921487727812538
wassie,17,V1_to_V2,-0.052357597166677775
wassie,23,V1_to_V2,-0.06601690461542553
why,11,V1_to_V2,-0.013814801178704268
why,17,V1_to_V2,-0.030938340360556784
why,23,V1_to_V2,-0.0710519578899613
wicked,11,V1_to_V2,-0.022336247123928666
wicked,17,V1_to_V2,-0.0499389350164285
wicked,23,V1_to_V2,-0.05146979262459058
winniethepoodle,11,V1_to_V2,-0.04147568883620664
winniethepoodle,17,V1_to_V2,-0.054036842498240346
winniethepoodle,23,V1_to_V2,-0.06341010583175861
wrappeddog,11,V1_to_V2,-0.019151171299039708
wrappeddog,17,V1_to_V2,-0.050367104876698945
wrappeddog,23,V1_to_V2,-0.05073844742588136
zackmorris,11,V1_to_V2,-0.02234807929628076
zackmorris,17,V1_to_V2,-0.04042503234998244
zackmorris,23,V1_to_V2,-0.06678118755113678
zerotech,11,V1_to_V2,-0.03857940408289866
zerotech,17,V1_to_V2,-0.04933145110110611
zerotech,23,V1_to_V2,-0.03351580594176281
zoomer,11,V1_to_V2,-0.027652322099810566
zoomer,17,V1_to_V2,-0.06889574860626409
zoomer,23,V1_to_V2,-0.005382550481961515
zyncoin2,11,V1_to_V2,-0.04925812159489228
zyncoin2,17,V1_to_V2,-0.04236866930237427
zyncoin2,23,V1_to_V2,-0.05270581384636612
abi,11,V2_to_V3,1535.1063956108626
abi,17,V2_to_V3,1360.593473086496
abi,23,V2_to_V3,2263.978043557023
ai16z,11,V2_to_V3,1952206.0394715292
ai16z,17,V2_to_V3,1730487.5172713972
ai16z,23,V2_to_V3,2879536.7226723335
aicrystalnode,11,V2_to_V3,12.286607130273657
aicrystalnode,17,V2_to_V3,10.305421537822102
aicrystalnode,23,V2_to_V3,17.336191158823542
aiinu,11,V2_to_V3,141.77874738844733
aiinu,17,V2_to_V3,125.20966938709034
aiinu,23,V2_to_V3,208.4451319618897
aiwithdaddyissues,11,V2_to_V3,5410.186497049967
aiwithdaddyissues,17,V2_to_V3,4795.304626489742
aiwithdaddyissues,23,V2_to_V3,7979.503163469066
akiprotocol,11,V2_to_V3,2389.702996814082
akiprotocol,17,V2_to_V3,2117.957422238881
akiprotocol,23,V2_to_V3,3524.2458204338136
amaterasuomikami,11,V2_to_V3,2885.749571638199
amaterasuomikami,17,V2_to_V3,2558.982417298467
amaterasuomikami,23,V2_to_V3,4257.313291079791
americancoin,11,V2_to_V3,215982.2005377687
americancoin,17,V2_to_V3,191458.1713092
americancoin,23,V2_to_V3,318585.4184328452
analos,11,V2_to_V3,17584.58584480266
analos,17,V2_to_V3,15587.887021111492
analos,23,V2_to_V3,25938.14065421813
anyinu,11,V2_to_V3,1758.9500880131702
anyinu,17,V2_to_V3,1559.3936063187552
anyinu,23,V2_to_V3,2594.5330986055887
astropepex,11,V2_to_V3,1139.7363316014964
astropepex,17,V2_to_V3,1010.2672286960353
astropepex,23,V2_to_V3,1680.9676489283947
autism2,11,V2_to_V3,931.5604611754418
autism2,17,V2_to_V3,825.3598863334361
autism2,23,V2_to_V3,1373.3978901160262
autonomousvirtualbeings,11,V2_to_V3,35662.13027127884
autonomousvirtualbeings,17,V2_to_V3,31611.881104781132
autonomousvirtualbeings,23,V2_to_V3,52602.118487168234
avaxhasnochill,11,V2_to_V3,1115.1310023890999
avaxhasnochill,17,V2_to_V3,988.5111063693555
avaxhasnochill,23,V2_to_V3,1644.7735890480435
babybnb,11,V2_to_V3,8556.013490426923
babybnb,17,V2_to_V3,7585.751561443176
babybnb,23,V2_to_V3,12621.611614682763
babywen,11,V2_to_V3,78.47414800174167
babywen,17,V2_to_V3,68.9759501019337
babywen,23,V2_to_V3,114.94290557068956
badideaai,11,V2_to_V3,7156.647708365486
badideaai,17,V2_to_V3,6343.993226166291
badideaai,23,V2_to_V3,10556.351412642358
bananatapewall,11,V2_to_V3,1979.7413740382922
bananatapewall,17,V2_to_V3,1754.3729890993254
bananatapewall,23,V2_to_V3,2919.399859720618
beercoin2,11,V2_to_V3,17919.212451803538
beercoin2,17,V2_to_V3,15883.618013004503
beercoin2,23,V2_to_V3,26430.44780964051
benthedog,11,V2_to_V3,8703.89201964773
benthedog,17,V2_to_V3,7714.890935765581
benthedog,23,V2_to_V3,12837.64850474218
billy,11,V2_to_V3,38009.526713228326
billy,17,V2_to_V3,33692.32526526823
billy,23,V2_to_V3,56064.1674251337
bingusthecat,11,V2_to_V3,119.56751685369136
bingusthecat,17,V2_to_V3,105.46319527304124
bingusthecat,23,V2_to_V3,175.6045402615088
bitcat2,11,V2_to_V3,40.860903726934616
bitcat2,17,V2_to_V3,35.67013450757824
bitcat2,23,V2_to_V3,59.41418557986226
bobaoppa,11,V2_to_V3,3531.797347949079
bobaoppa,17,V2_to_V3,3130.20370135579
bobaoppa,23,V2_to_V3,5208.818612193969
bobtoken,11,V2_to_V3,16158.228282354878
bobtoken,17,V2_to_V3,14323.203852402396
bobtoken,23,V2_to_V3,23833.6953854529
bongocat,11,V2_to_V3,8020.868745945199
bongocat,17,V2_to_V3,7109.583668913713
bongocat,23,V2_to_V3,11830.355951039168
brainlet2,11,V2_to_V3,7702.7606240324285
brainlet2,17,V2_to_V3,6827.700748729267
brainlet2,23,V2_to_V3,11361.282825373208
brothecat,11,V2_to_V3,4474.8801546015375
brothecat,17,V2_to_V3,3966.691473938971
brothecat,23,V2_to_V3,6600.451010288006
buu,11,V2_to_V3,397.01568539203726
buu,17,V2_to_V3,351.38028368662435
buu,23,V2_to_V3,584.7454180283381
catalorian,11,V2_to_V3,3564.2880689819763
catalorian,17,V2_to_V3,3159.627945317881
catalorian,23,V2_to_V3,5257.456571039504
catana,11,V2_to_V3,8114.114739730344
catana,17,V2_to_V3,7192.231426747884
catana,23,V2_to_V3,11967.871558365363
catecoin,11,V2_to_V3,516.2446880903188
catecoin,17,V2_to_V3,457.1646696880881
catecoin,23,V2_to_V3,760.8293485272048
catwifhat2,11,V2_to_V3,8144.880677219904
catwifhat2,17,V2_to_V3,7219.964665103277
catwifhat2,23,V2_to_V3,12013.926050611735
chonky,11,V2_to_V3,1677.5807767093281
chonky,17,V2_to_V3,1486.9783850065721
chonky,23,V2_to_V3,2474.302918332467
chudjak,11,V2_to_V3,3611.558673613154
chudjak,17,V2_to_V3,3201.300612471871
chudjak,23,V2_to_V3,5326.937490210088
coal2,11,V2_to_V3,46.050385422541595
coal2,17,V2_to_V3,40.28183367702422
coal2,23,V2_to_V3,67.18519175437577
costcohotdog,11,V2_to_V3,2365.8425248951635
costcohotdog,17,V2_to_V3,2097.4474191787226
costcohotdog,23,V2_to_V3,3490.005025658649
crashout,11,V2_to_V3,3611.4522322536604
crashout,17,V2_to_V3,3201.272237349388
crashout,23,V2_to_V3,5326.897491466559
csi888,11,V2_to_V3,471.9327078702156
csi888,17,V2_to_V3,418.18329659400877
csi888,23,V2_to_V3,695.8530560715341
cumrocket,11,V2_to_V3,4089.762449374997
cumrocket,17,V2_to_V3,3624.8204444982334
cumrocket,23,V2_to_V3,6031.8297458302595
dancingtriangle2,11,V2_to_V3,515.5698012596507
dancingtriangle2,17,V2_to_V3,456.91388818429016
dancingtriangle2,23,V2_to_V3,760.1557360289487
darkmaga,11,V2_to_V3,8660.00796111789
darkmaga,17,V2_to_V3,7677.401624281596
darkmaga,23,V2_to_V3,12774.903743097879
deepworm,11,V2_to_V3,16945.765745491903
deepworm,17,V2_to_V3,15021.031113641415
deepworm,23,V2_to_V3,24995.00379177089
degenspartanai,11,V2_to_V3,139027.41261710323
degenspartanai,17,V2_to_V3,123237.65457687348
degenspartanai,23,V2_to_V3,205067.98253661688
dejitarutsuka,11,V2_to_V3,960.5488474326942
dejitarutsuka,17,V2_to_V3,851.1076994026971
dejitarutsuka,23,V2_to_V3,1416.2274372452805
dinolfg,11,V2_to_V3,396.5305320726623
dinolfg,17,V2_to_V3,351.85107206768936
dinolfg,23,V2_to_V3,585.2207931041742
dogebonk,11,V2_to_V3,19.677646063778298
dogebonk,17,V2_to_V3,17.108398161442675
dogebonk,23,V2_to_V3,28.41641067725879
dogemascotshibu,11,V2_to_V3,1819.4737362764386
dogemascotshibu,17,V2_to_V3,1612.3741056189306
dogemascotshibu,23,V2_to_V3,2683.0218381913733
dogeonsolana,11,V2_to_V3,1250.629716157868
dogeonsolana,17,V2_to_V3,1108.2561126537269
dogeonsolana,23,V2_to_V3,1844.100414457339
doggo3,11,V2_to_V3,3194.0377021882455
doggo3,17,V2_to_V3,2831.0200652574385
doggo3,23,V2_to_V3,4710.821310115367
donaldtremp,11,V2_to_V3,30986.32579948601
donaldtremp,17,V2_to_V3,27467.286518005338
donaldtremp,23,V2_to_V3,45705.31540039911
dorklord2,11,V2_to_V3,2898.3983293065576
dorklord2,17,V2_to_V3,2569.2373279300327
dorklord2,23,V2_to_V3,4275.234177639408
ducky,11,V2_to_V3,379.5190903437017
ducky,17,V2_to_V3,335.856182430973
ducky,23,V2_to_V3,558.9764747372066
duko,11,V2_to_V3,15265.731315918943
duko,17,V2_to_V3,13531.861012097681
duko,23,V2_to_V3,22516.980328962487
elgato,11,V2_to_V3,316.39273363842534
elgato,17,V2_to_V3,280.02363925442387
elgato,23,V2_to_V3,465.98641417044325
elon,11,V2_to_V3,4785.122134417825
elon,17,V2_to_V3,4242.061615787833
elon,23,V2_to_V3,7058.590538606833
eyeearn,11,V2_to_V3,38.93823988365718
eyeearn,17,V2_to_V3,33.90529718376989
eyeearn,23,V2_to_V3,56.5168372854991
feces,11,V2_to_V3,88.33302050633492
feces,17,V2_to_V3,78.06555090987712
feces,23,V2_to_V3,129.87714307403877
fefeoneth,11,V2_to_V3,1379.6496540911808
fefeoneth,17,V2_to_V3,1222.984917038132
fefeoneth,23,V2_to_V3,2034.9286081824976
feistydogenft,11,V2_to_V3,82.96895384295243
feistydogenft,17,V2_to_V3,73.0121203664164
feistydogenft,23,V2_to_V3,121.52232855748746
fighttomaga,11,V2_to_V3,29217.423217093696
fighttomaga,17,V2_to_V3,25899.279445566863
fighttomaga,23,V2_to_V3,43096.458541842294
firstreply,11,V2_to_V3,1619.9456617401183
firstreply,17,V2_to_V3,1435.8724584301904
firstreply,23,V2_to_V3,2389.2902513319355
fisttrumppump,11,V2_to_V3,128.09207725845
fisttrumppump,17,V2_to_V3,113.24245586627536
fisttrumppump,23,V2_to_V3,187.19832003077263
floos,11,V2_to_V3,257.93592910059067
floos,17,V2_to_V3,228.24227057189623
floos,23,V2_to_V3,379.8427915330064
fofar,11,V2_to_V3,1560.3332141687333
fofar,17,V2_to_V3,425.59008634577
fofar,23,V2_to_V3,677.8277707792412
forest,11,V2_to_V3,3605.0195326345197
forest,17,V2_to_V3,3195.1232109113407
forest,23,V2_to_V3,5316.7403853479245
gamestop,11,V2_to_V3,9579.29447037683
gamestop,17,V2_to_V3,8491.36687390359
gamestop,23,V2_to_V3,14129.644003432653
gameswift,11,V2_to_V3,1913.8381418730653
gameswift,17,V2_to_V3,1696.0661676499851
gameswift,23,V2_to_V3,2822.3669720604635
gdog,11,V2_to_V3,30.43726514076794
gdog,17,V2_to_V3,26.43255799559486
gdog,23,V2_to_V3,44.012588020167385
gikocat,11,V2_to_V3,14288.437832749245
gikocat,17,V2_to_V3,12674.435613255819
gikocat,23,V2_to_V3,21072.99897816221
ginnanthecat,11,V2_to_V3,11908.740839780106
ginnanthecat,17,V2_to_V3,10555.702706327016
ginnanthecat,23,V2_to_V3,17564.79352293151
gme,11,V2_to_V3,50395.210808444324
gme,17,V2_to_V3,44671.47909040307
gme,23,V2_to_V3,74333.57699139413
groyper,11,V2_to_V3,143.55276283773196
groyper,17,V2_to_V3,125.88791942834044
groyper,23,V2_to_V3,209.5204197410849
guacamole,11,V2_to_V3,1056.5263077134653
guacamole,17,V2_to_V3,936.5437255824078
guacamole,23,V2_to_V3,1558.2653852813453
gummy,11,V2_to_V3,7664.772929366784
gummy,17,V2_to_V3,6794.1038595007885
gummy,23,V2_to_V3,11305.360569849265
habibisol,11,V2_to_V3,4890.3095413797055
habibisol,17,V2_to_V3,4336.366946422591
habibisol,23,V2_to_V3,7214.876800537418
hami,11,V2_to_V3,1122.6960934975107
hami,17,V2_to_V3,995.229559984122
hami,23,V2_to_V3,1655.9158124062694
hana,11,V2_to_V3,7599.009090609806
hana,17,V2_to_V3,6735.916456433205
hana,23,V2_to_V3,11208.57443444534
harrypottertrumphomersimpson777inu,11,V2_to_V3,34.05375907880437
harrypottertrumphomersimpson777inu,17,V2_to_V3,29.635096187357277
harrypottertrumphomersimpson777inu,23,V2_to_V3,49.440019986714624
hawk2,11,V2_to_V3,1654.3097899986176
hawk2,17,V2_to_V3,1467.7192791455261
hawk2,23,V2_to_V3,2441.3110340821963
hege,11,V2_to_V3,5537.781654164799
hege,17,V2_to_V3,4908.594646344701
hege,23,V2_to_V3,8167.874349186549
hehecat,11,V2_to_V3,2387.1552581649134
hehecat,17,V2_to_V3,2115.6935922844395
hehecat,23,V2_to_V3,3520.5610375991437
hemule,11,V2_to_V3,1905.0649530445723
hemule,17,V2_to_V3,1688.8960769758048
hemule,23,V2_to_V3,2810.219293519926
historyofpepe,11,V2_to_V3,80.75893398190996
historyofpepe,17,V2_to_V3,71.08918889574036
historyofpepe,23,V2_to_V3,118.52781925178778
honk,11,V2_to_V3,144.76967759573296
honk,17,V2_to_V3,126.89175902974816
honk,23,V2_to_V3,211.18443591432265
hund,11,V2_to_V3,16328.01804837236
hund,17,V2_to_V3,14473.19779260428
hund,23,V2_to_V3,24083.514385772345
iiiilovvvyouuuu,11,V2_to_V3,937.2226893600152
iiiilovvvyouuuu,17,V2_to_V3,830.2067321294572
iiiilovvvyouuuu,23,V2_to_V3,1381.5229892123348
illuminaticoin,11,V2_to_V3,524.7725366403303
illuminaticoin,17,V2_to_V3,465.49795559564166
illuminaticoin,23,V2_to_V3,774.4757054144443
inferno2,11,V2_to_V3,676.1214746570985
inferno2,17,V2_to_V3,599.2528599563467
inferno2,23,V2_to_V3,997.1771893288048
iq50,11,V2_to_V3,288.51391692991376
iq50,17,V2_to_V3,255.20705829278043
iq50,23,V2_to_V3,424.7145607943188
jeoboden,11,V2_to_V3,3630.729415494541
jeoboden,17,V2_to_V3,3218.4999823843686
jeoboden,23,V2_to_V3,5355.518632667702
jesuscoin,11,V2_to_V3,583.5078283760427
jesuscoin,17,V2_to_V3,516.7795214684207
jesuscoin,23,V2_to_V3,860.018105484586
k9financedao,11,V2_to_V3,1316.722885732481
k9financedao,17,V2_to_V3,1167.4781633024832
k9financedao,23,V2_to_V3,1942.365620956315
katanainu,11,V2_to_V3,1814.5165049149548
katanainu,17,V2_to_V3,1608.3573231744117
katanainu,23,V2_to_V3,2676.1726995622316
kekistan,11,V2_to_V3,537.2348013854869
kekistan,17,V2_to_V3,475.6847824035268
kekistan,23,V2_to_V3,791.6957120175098
kiboshib,11,V2_to_V3,6093.710094618503
kiboshib,17,V2_to_V3,5401.647473948884
kiboshib,23,V2_to_V3,8988.219494297062
kimbo,11,V2_to_V3,1328.5470738518966
kimbo,17,V2_to_V3,1177.6263409873607
kimbo,23,V2_to_V3,1959.4451897174022
kittenhaimer,11,V2_to_V3,3243.668402468948
kittenhaimer,17,V2_to_V3,2874.8305169160094
kittenhaimer,23,V2_to_V3,4783.8049389237685
koalaai,11,V2_to_V3,2072.752103096038
koalaai,17,V2_to_V3,1837.5626874592983
koalaai,23,V2_to_V3,3057.467407307743
komainu,11,V2_to_V3,81241.77028856515
komainu,17,V2_to_V3,72014.58778002093
komainu,23,V2_to_V3,119832.57723299696
leash,11,V2_to_V3,6778.317768290796
leash,17,V2_to_V3,5905.4115192536065
leash,23,V2_to_V3,9834.790414745414
lethimcook,11,V2_to_V3,907.9250561755235
lethimcook,17,V2_to_V3,804.2745061740529
lethimcook,23,V2_to_V3,1338.4366136380424
lilyscoin,11,V2_to_V3,2738.014958909205
lilyscoin,17,V2_to_V3,2428.4410815123097
lilyscoin,23,V2_to_V3,4038.873179646202
literallyme,11,V2_to_V3,130.77470728174464
literallyme,17,V2_to_V3,115.37269578123393
literallyme,23,V2_to_V3,192.0103816873745
littlemanyu,11,V2_to_V3,7883.852886862868
littlemanyu,17,V2_to_V3,6988.54400273872
littlemanyu,23,V2_to_V3,11628.65975556992
lmeow2,11,V2_to_V3,2534.244862847005
lmeow2,17,V2_to_V3,2245.8842398542843
lmeow2,23,V2_to_V3,3737.283452049105
loafcat,11,V2_to_V3,352.22410513016985
loafcat,17,V2_to_V3,311.8042546125862
loafcat,23,V2_to_V3,518.9143943567229
lovelyinufinance,11,V2_to_V3,2827.462285436075
lovelyinufinance,17,V2_to_V3,2506.3589983313923
lovelyinufinance,23,V2_to_V3,4170.3341211400175
luci,11,V2_to_V3,1745.659583458757
luci,17,V2_to_V3,1547.1729897132375
luci,23,V2_to_V3,2574.4740229318077
mad2,11,V2_to_V3,10738.323700683235
mad2,17,V2_to_V3,9518.368066613897
mad2,23,V2_to_V3,15838.594671550263
magahat,11,V2_to_V3,77704.67921312834
magahat,17,V2_to_V3,68879.69005698933
magahat,23,V2_to_V3,114616.10550336818
majorfrog,11,V2_to_V3,8079.073929251653
majorfrog,17,V2_to_V3,7161.5290899656875
majorfrog,23,V2_to_V3,11916.778748953475
mars2,11,V2_to_V3,7025.010864323089
mars2,17,V2_to_V3,6227.3780673245865
mars2,23,V2_to_V3,10362.162259656174
mellowman,11,V2_to_V3,91.05740654169895
mellowman,17,V2_to_V3,80.44586358287584
mellowman,23,V2_to_V3,133.8686802428912
memesai,11,V2_to_V3,16155.542094999317
memesai,17,V2_to_V3,14320.344195745896
memesai,23,V2_to_V3,23829.133405023695
metamonopoly,11,V2_to_V3,468.76654712198024
metamonopoly,17,V2_to_V3,415.7283447231995
metamonopoly,23,V2_to_V3,691.4819289487264
miladywifhat,11,V2_to_V3,11.896754664465739
miladywifhat,17,V2_to_V3,9.966281656476756
miladywifhat,23,V2_to_V3,16.764162568358714
mongcoin,11,V2_to_V3,10314.78580014671
mongcoin,17,V2_to_V3,9143.519397834676
mongcoin,23,V2_to_V3,15214.773186720435
monkeyhaircut,11,V2_to_V3,1134.866667902609
monkeyhaircut,17,V2_to_V3,1006.0297124873399
monkeyhaircut,23,V2_to_V3,1673.9198977608821
moodeng2,11,V2_to_V3,73840.17962541545
moodeng2,17,V2_to_V3,65453.76197889723
moodeng2,23,V2_to_V3,108915.38956380473
nailong,11,V2_to_V3,5020.633018792596
nailong,17,V2_to_V3,4450.053731513751
nailong,23,V2_to_V3,7404.988322698692
nasdaq420,11,V2_to_V3,1464.7844186921695
nasdaq420,17,V2_to_V3,1298.5769329496634
nasdaq420,23,V2_to_V3,2160.573331147718
neiro,11,V2_to_V3,41995.45481784184
neiro,17,V2_to_V3,37225.65960211935
neiro,23,V2_to_V3,61943.68645188903
neiro2,11,V2_to_V3,10079.688307791841
neiro2,17,V2_to_V3,8934.995273528002
neiro2,23,V2_to_V3,14867.70867519692
newbornhaggispygmyhippo,11,V2_to_V3,188.86484300292534
newbornhaggispygmyhippo,17,V2_to_V3,166.87005793842906
newbornhaggispygmyhippo,23,V2_to_V3,277.70496107338215
nomnom,11,V2_to_V3,6886.890415148741
nomnom,17,V2_to_V3,6104.336575180552
nomnom,23,V2_to_V3,10157.681827567714
npconsolana,11,V2_to_V3,5660.57603733822
npconsolana,17,V2_to_V3,5017.959613953301
npconsolana,23,V2_to_V3,8349.63065240999
numogram,11,V2_to_V3,30985.176587539125
numogram,17,V2_to_V3,27465.91973655662
numogram,23,V2_to_V3,45703.37556286002
nya,11,V2_to_V3,887.5605039198333
nya,17,V2_to_V3,786.7982480240693
nya,23,V2_to_V3,1309.0752025419024
ogroaringkitty,11,V2_to_V3,712.7216722974591
ogroaringkitty,17,V2_to_V3,631.8596244945569
ogroaringkitty,23,V2_to_V3,1051.341386197485
omega2,11,V2_to_V3,248.84225194513797
omega2,17,V2_to_V3,220.01184302148874
omega2,23,V2_to_V3,366.1913805025084
optimusai,11,V2_to_V3,573.1144197575635
optimusai,17,V2_to_V3,507.90222246905165
optimusai,23,V2_to_V3,845.1160135293559
oscar,11,V2_to_V3,4948.772550239893
oscar,17,V2_to_V3,4387.417934777036
oscar,23,V2_to_V3,7300.328313059102
pajamascat,11,V2_to_V3,488.8792270890124
pajamascat,17,V2_to_V3,432.7782699099614
pajamascat,23,V2_to_V3,720.3076763733031
patriot,11,V2_to_V3,14330.729567977225
patriot,17,V2_to_V3,12703.53490019938
patriot,23,V2_to_V3,21138.4686688412
peng,11,V2_to_V3,9982.567018131087
peng,17,V2_to_V3,8848.8443352241
peng,23,V2_to_V3,14724.21971490321
pestothebabykingpenguin,11,V2_to_V3,6805.323850507762
pestothebabykingpenguin,17,V2_to_V3,6031.964028037388
pestothebabykingpenguin,23,V2_to_V3,10037.330475453764
phil,11,V2_to_V3,44906.3711375739
phil,17,V2_to_V3,39806.60764756837
phil,23,V2_to_V3,66237.98661083744
pikaboss,11,V2_to_V3,218.0106849065828
pikaboss,17,V2_to_V3,192.73582269152342
pikaboss,23,V2_to_V3,320.7565104095971
pochita,11,V2_to_V3,17018.721545313045
pochita,17,V2_to_V3,15085.766716023745
pochita,23,V2_to_V3,25102.81696556831
polydoge,11,V2_to_V3,3377.4854537797946
polydoge,17,V2_to_V3,2993.3259734620156
polydoge,23,V2_to_V3,4981.043085628405
popdog,11,V2_to_V3,4077.0495418232385
popdog,17,V2_to_V3,3614.4820535949375
popdog,23,V2_to_V3,6014.202479225273
project89,11,V2_to_V3,17982.761206648254
project89,17,V2_to_V3,15940.028377253817
project89,23,V2_to_V3,26524.365493127247
prophetofethereum,11,V2_to_V3,74.12526772737596
prophetofethereum,17,V2_to_V3,65.32051452900645
prophetofethereum,23,V2_to_V3,108.67707948934259
pundu,11,V2_to_V3,10879.131565139622
pundu,17,V2_to_V3,9643.86051362627
pundu,23,V2_to_V3,16047.24666375568
qstar,11,V2_to_V3,1433.9305835031612
qstar,17,V2_to_V3,1272.4954825832078
qstar,23,V2_to_V3,2116.674322104914
rawr,11,V2_to_V3,661.1846685416801
rawr,17,V2_to_V3,585.6590269555102
rawr,23,V2_to_V3,974.5425195251838
realsmurfcat,11,V2_to_V3,1557.905629920072
realsmurfcat,17,V2_to_V3,1380.609851980392
realsmurfcat,23,V2_to_V3,2297.397950917569
ribbit2,11,V2_to_V3,510.49184359858157
ribbit2,17,V2_to_V3,452.2661976633741
ribbit2,23,V2_to_V3,752.6343303602539
riko,11,V2_to_V3,112.51771154505761
riko,17,V2_to_V3,100.43434111728598
riko,23,V2_to_V3,167.14427111883737
rockytherock,11,V2_to_V3,4312.489775209799
rockytherock,17,V2_to_V3,3822.874484780739
rockytherock,23,V2_to_V3,6361.193365533219
ronnie,11,V2_to_V3,413.4249606117811
ronnie,17,V2_to_V3,366.3764105972038
ronnie,23,V2_to_V3,609.5030673310957
rsnoofi,11,V2_to_V3,5926.9203651942735
rsnoofi,17,V2_to_V3,5253.738077160644
rsnoofi,23,V2_to_V3,8742.22925697768
ryujin,11,V2_to_V3,389.8455537695368
ryujin,17,V2_to_V3,283.5020857985323
ryujin,23,V2_to_V3,448.77254450287654
sadhamster,11,V2_to_V3,10283.7588699435
sadhamster,17,V2_to_V3,9115.769120961935
sadhamster,23,V2_to_V3,15168.598564405898
samoyedcoin,11,V2_to_V3,9575.699773865297
samoyedcoin,17,V2_to_V3,8487.772529696133
samoyedcoin,23,V2_to_V3,14123.788488556229
sharbi,11,V2_to_V3,52.35932368719305
sharbi,17,V2_to_V3,46.40755437324131
sharbi,23,V2_to_V3,77.0971053318917
sharkcat,11,V2_to_V3,11916.631670344275
sharkcat,17,V2_to_V3,10563.43538722742
sharkcat,23,V2_to_V3,17577.374462995384
sharki,11,V2_to_V3,136.52378492679134
sharki,17,V2_to_V3,120.56172178407887
sharki,23,V2_to_V3,200.59792094075647
shinainu,11,V2_to_V3,117.8543610930608
shinainu,17,V2_to_V3,104.08984964480773
shinainu,23,V2_to_V3,173.30013070270851
shoggoth,11,V2_to_V3,38061.70238188284
shoggoth,17,V2_to_V3,33738.592973186824
shoggoth,23,V2_to_V3,56141.133437003315
sillydragon,11,V2_to_V3,19648.844665262255
sillydragon,17,V2_to_V3,17417.457618165536
sillydragon,23,V2_to_V3,28982.611364928667
sillynubcat,11,V2_to_V3,14730.182059546582
